step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate
1,1.610840916633606,0.7271468043327332,,,,,,,
2,1.8311691284179688,0.6764928102493286,,,,,,,
3,1.436270833015442,0.7719101309776306,,,,,,,
4,1.6013084650039673,0.7101556658744812,,,,,,,
5,1.635566234588623,0.7374301552772522,,,,,,,
6,1.4156558513641357,0.772701621055603,,,,,,,
7,1.6209173202514648,0.7100213170051575,,,,,,,
8,1.2433687448501587,0.7705166935920715,,,,,,,
9,1.5982736349105835,0.7139272093772888,,,,,,,
10,1.6272437572479248,0.7285579442977905,,,,,,,
11,1.6869139671325684,0.7178130745887756,,,,,,,
12,1.8918672800064087,0.6587591171264648,,,,,,,
13,1.5291825532913208,0.7418830990791321,,,,,,,
14,1.3599672317504883,0.7581005692481995,,,,,,,
15,1.4019688367843628,0.7536988854408264,,,,,,,
16,1.2386208772659302,0.7826476097106934,,,,,,,
17,1.3807638883590698,0.7422258853912354,,,,,,,
18,1.3348935842514038,0.7434402108192444,,,,,,,
19,2.2170653343200684,0.6454352736473083,,,,,,,
20,1.595478892326355,0.7127403616905212,,,,,,,
21,1.4577300548553467,0.7293814420700073,,,,,,,
22,1.577648639678955,0.7104983925819397,,,,,,,
23,1.1523343324661255,0.7875126004219055,,,,,,,
24,1.1788300275802612,0.7877169847488403,,,,,,,
25,1.5366371870040894,0.7250859141349792,,,,,,,
26,1.032637119293213,0.7864293456077576,,,,,,,
27,0.8605603575706482,0.7972531318664551,,,,,,,
28,1.289131760597229,0.7389659285545349,,,,,,,
29,1.1421502828598022,0.7428896427154541,,,,,,,
30,0.6346480846405029,0.8564693331718445,,,,,,,
31,0.8758427500724792,0.7946860194206238,,,,,,,
32,0.8497900366783142,0.8052757978439331,,,,,,,
33,0.8660151362419128,0.8061016798019409,,,,,,,
34,0.9877885580062866,0.7671568393707275,,,,,,,
35,1.2360315322875977,0.7233766317367554,,,,,,,
36,1.1180187463760376,0.7560712099075317,,,,,,,
37,1.2532495260238647,0.7197777032852173,,,,,,,
38,1.1036782264709473,0.7287065982818604,,,,,,,
39,0.9020034670829773,0.7681415677070618,,,,,,,
40,0.8994284868240356,0.7702834606170654,,,,,,,
41,0.7870684862136841,0.8093259334564209,,,,,,,
42,1.1089999675750732,0.7331480383872986,,,,,,,
43,0.880341112613678,0.7949609160423279,,,,,,,
44,0.8282351493835449,0.7872983813285828,,,,,,,
45,0.7565096616744995,0.8258620500564575,,,,,,,
46,0.8332062363624573,0.7808641791343689,,,,,,,
47,0.799482524394989,0.7956167459487915,,,,,,,
48,0.5282173752784729,0.8611220121383667,,,,,,,
49,1.0270096063613892,0.7755376100540161,,,,,,,
50,0.9696167707443237,0.7634173035621643,,,,,,,
51,0.7550821304321289,0.8123725652694702,,,,,,,
52,0.7918817400932312,0.789264440536499,,,,,,,
53,1.1331632137298584,0.750994861125946,,,,,,,
54,0.6679897904396057,0.824999988079071,,,,,,,
55,0.9576597809791565,0.7677724957466125,,,,,,,
56,0.8318971991539001,0.7925823926925659,,,,,,,
57,0.8244884014129639,0.791414737701416,,,,,,,
58,0.7175171971321106,0.8139229416847229,,,,,,,
59,0.7379027009010315,0.8009708523750305,,,,,,,
60,0.7396317720413208,0.8025718331336975,,,,,,,
61,0.9223518967628479,0.7807044386863708,,,,,,,
62,1.138578176498413,0.7322834730148315,,,,,,,
63,0.9007505774497986,0.7739816308021545,,,,,,,
64,0.8990367650985718,0.7681159377098083,,,,,,,
65,0.9178441166877747,0.7893432378768921,,,,,,,
66,0.6902977228164673,0.8159700632095337,,,,,,,
67,0.9540863037109375,0.7697756886482239,,,,,,,
68,0.8065840601921082,0.7895277142524719,,,,,,,
69,0.9054123759269714,0.7680981755256653,,,,,,,
70,1.541089415550232,0.6975228190422058,,,,,,,
71,0.6520916223526001,0.8073592782020569,,,,,,,
72,1.0785717964172363,0.742096483707428,,,,,,,
73,0.6507011651992798,0.8237650394439697,,,,,,,
74,0.5787615180015564,0.8364779949188232,,,,,,,
75,0.8433776497840881,0.7836134433746338,,,,,,,
76,0.41948288679122925,0.8889965415000916,,,,,,,
77,0.7780365943908691,0.8164763450622559,,,,,,,
78,0.8417076468467712,0.8011204600334167,,,,,,,
79,0.7707487940788269,0.807134211063385,,,,,,,
80,0.7053046226501465,0.8095577955245972,,,,,,,
81,1.0383234024047852,0.7669724822044373,,,,,,,
82,0.7567758560180664,0.8174123167991638,,,,,,,
83,0.8688284754753113,0.783446729183197,,,,,,,
84,0.9661643505096436,0.7366071343421936,,,,,,,
85,0.7546373009681702,0.8096129894256592,,,,,,,
86,1.0412979125976562,0.7465753555297852,,,,,,,
87,0.7650036811828613,0.7997698783874512,,,,,,,
88,0.6285606622695923,0.8450276255607605,,,,,,,
89,0.5921340584754944,0.823293149471283,,,,,,,
90,0.6504363417625427,0.8360323905944824,,,,,,,
91,1.46284019947052,0.6726552844047546,,,,,,,
92,0.5892631411552429,0.8403361439704895,,,,,,,
93,0.7409793138504028,0.7993177771568298,,,,,,,
94,0.6964178681373596,0.8256880640983582,,,,,,,
95,0.9078543782234192,0.7590460777282715,,,,,,,
96,0.9765991568565369,0.7702871561050415,,,,,,,
97,0.5863985419273376,0.8452602028846741,,,,,,,
98,0.9546193480491638,0.7756345272064209,,,,,,,
99,3.3107287883758545,0.3587392568588257,,,,,,,
100,0.8922512531280518,0.781731903553009,,0.9402494707842994,0.7812895069532237,,,,
101,0.7970560193061829,0.7931873202323914,,,,,,,
102,0.9297196269035339,0.759365975856781,,,,,,,
103,0.8913423418998718,0.7866948246955872,,,,,,,
104,0.8413081765174866,0.7852534651756287,,,,,,,
105,0.5931315422058105,0.8484848737716675,,,,,,,
106,0.7093318104743958,0.8118343353271484,,,,,,,
107,0.769450306892395,0.7902097702026367,,,,,,,
108,0.9246208071708679,0.7573349475860596,,,,,,,
109,0.7098549008369446,0.8028558492660522,,,,,,,
110,0.6753207445144653,0.8270833492279053,,,,,,,
111,0.8558822274208069,0.7895622849464417,,,,,,,
112,0.7502211332321167,0.8037974834442139,,,,,,,
113,0.6094187498092651,0.8412256240844727,,,,,,,
114,0.38138628005981445,0.900100588798523,,,,,,,
115,0.610453188419342,0.8361111283302307,,,,,,,
116,0.8598850965499878,0.7796609997749329,,,,,,,
117,0.876609742641449,0.7877569198608398,,,,,,,
118,1.105526089668274,0.7559652924537659,,,,,,,
119,0.6194881200790405,0.8433029651641846,,,,,,,
120,0.5252478718757629,0.8627858757972717,,,,,,,
121,0.6544588208198547,0.8228325247764587,,,,,,,
122,0.6717097759246826,0.820130467414856,,,,,,,
123,0.41708463430404663,0.8883891105651855,,,,,,,
124,0.7388712763786316,0.7971124649047852,,,,,,,
125,1.3431410789489746,0.6824512481689453,,,,,,,
126,0.9593446850776672,0.780032753944397,,,,,,,
127,0.7047448754310608,0.827740490436554,,,,,,,
128,0.5771962404251099,0.8287620544433594,,,,,,,
129,0.6892150044441223,0.8201099634170532,,,,,,,
130,0.7163732051849365,0.8161911368370056,,,,,,,
131,0.9901964068412781,0.7517831921577454,,,,,,,
132,0.8328882455825806,0.7988505959510803,,,,,,,
133,0.7614870071411133,0.8077232241630554,,,,,,,
134,0.7927713990211487,0.7960687875747681,,,,,,,
135,0.750495195388794,0.7972325682640076,,,,,,,
136,0.5146774649620056,0.8394886255264282,,,,,,,
137,0.4815789759159088,0.8754340410232544,,,,,,,
138,0.6104682683944702,0.836624801158905,,,,,,,
139,0.7998230457305908,0.7825261354446411,,,,,,,
140,0.7005835175514221,0.8192862272262573,,,,,,,
141,0.6629338264465332,0.8165910840034485,,,,,,,
142,0.6803650259971619,0.8242598176002502,,,,,,,
143,0.6960799098014832,0.8243953585624695,,,,,,,
144,0.7218459248542786,0.8079673051834106,,,,,,,
145,0.835953414440155,0.7909654378890991,,,,,,,
146,0.6148888468742371,0.8304042220115662,,,,,,,
147,0.8832347393035889,0.7753623127937317,,,,,,,
148,0.8107268810272217,0.7823129296302795,,,,,,,
149,0.6232728362083435,0.8202502727508545,,,,,,,
150,0.48391056060791016,0.8608010411262512,,,,,,,
151,0.5417273044586182,0.8564757108688354,,,,,,,
152,0.6035842299461365,0.8372655510902405,,,,,,,
153,0.5202050805091858,0.8457943797111511,,,,,,,
154,0.5588184595108032,0.846049964427948,,,,,,,
155,0.5094822645187378,0.8502715229988098,,,,,,,
156,0.5900294780731201,0.8448540568351746,,,,,,,
157,0.7160476446151733,0.8222550749778748,,,,,,,
158,0.8599529266357422,0.7852852940559387,,,,,,,
159,1.5334643125534058,0.6735562086105347,,,,,,,
160,0.8394299745559692,0.7926018238067627,,,,,,,
161,0.667853057384491,0.8301158547401428,,,,,,,
162,0.8854866623878479,0.7615112066268921,,,,,,,
163,0.9643392562866211,0.7633426785469055,,,,,,,
164,0.6845153570175171,0.8165137767791748,,,,,,,
165,0.5363469123840332,0.8524590134620667,,,,,,,
166,0.8685802221298218,0.7828947305679321,,,,,,,
167,0.5205612778663635,0.8394607901573181,,,,,,,
168,0.5523368716239929,0.841650664806366,,,,,,,
169,0.7294431328773499,0.8152753114700317,,,,,,,
170,0.6048104763031006,0.8491889238357544,,,,,,,
171,0.8793503642082214,0.8011049628257751,,,,,,,
172,0.5881242752075195,0.8462585210800171,,,,,,,
173,0.8183571100234985,0.802890956401825,,,,,,,
174,0.8936229348182678,0.7756833434104919,,,,,,,
175,0.7160000205039978,0.8191268444061279,,,,,,,
176,0.5424692034721375,0.8506281971931458,,,,,,,
177,0.8334835171699524,0.7938021421432495,,,,,,,
178,0.5905982255935669,0.8167456388473511,,,,,,,
179,0.9615306258201599,0.7794928550720215,,,,,,,
180,0.6142132878303528,0.8348115086555481,,,,,,,
181,0.693535327911377,0.8138833045959473,,,,,,,
182,0.6923056244850159,0.8055077195167542,,,,,,,
183,0.6560256481170654,0.8136752247810364,,,,,,,
184,0.8163616061210632,0.7838044166564941,,,,,,,
185,0.6403121948242188,0.8288614749908447,,,,,,,
186,0.8340532183647156,0.7990959286689758,,,,,,,
187,0.8994976282119751,0.7644068002700806,,,,,,,
188,0.5920462608337402,0.8326771855354309,,,,,,,
189,0.45345503091812134,0.8773424029350281,,,,,,,
190,1.0539710521697998,0.7068965435028076,,,,,,,
191,0.5114063620567322,0.8750796914100647,,,,,,,
192,0.8898802399635315,0.776652455329895,,,,,,,
193,0.8043481707572937,0.7878788113594055,,,,,,,
194,0.6021770238876343,0.8476190567016602,,,,,,,
195,0.4787082374095917,0.8727704882621765,,,,,,,
196,0.43926766514778137,0.8880553841590881,,,,,,,
197,0.5458388328552246,0.8464849591255188,,,,,,,
198,0.44501566886901855,0.8833333253860474,,,,,,,
199,0.4419955909252167,0.8796352744102478,,,,,,,
200,0.7062493562698364,0.8133047223091125,,0.480141485463018,0.8655072463768116,,,,
201,0.639850378036499,0.8384419083595276,,,,,,,
202,1.4551408290863037,0.7017640471458435,,,,,,,
203,0.45550835132598877,0.875,,,,,,,
204,0.7343433499336243,0.8220402002334595,,,,,,,
205,0.7274624705314636,0.8248987793922424,,,,,,,
206,0.8323059678077698,0.79210364818573,,,,,,,
207,0.6256822347640991,0.8354740142822266,,,,,,,
208,0.7933856844902039,0.7987561225891113,,,,,,,
209,0.5543866753578186,0.8506944179534912,,,,,,,
210,0.6705345511436462,0.81639564037323,,,,,,,
211,0.8991453647613525,0.7830561995506287,,,,,,,
212,0.6395113468170166,0.834645688533783,,,,,,,
213,0.6956741213798523,0.8048016428947449,,,,,,,
214,0.6011718511581421,0.8395378589630127,,,,,,,
215,0.6013386249542236,0.8367829918861389,,,,,,,
216,0.43120521306991577,0.8865979313850403,,,,,,,
217,0.7340779304504395,0.8127071857452393,,,,,,,
218,0.495409220457077,0.8802488446235657,,,,,,,
219,0.563206672668457,0.854938268661499,,,,,,,
220,0.5822917222976685,0.8570483326911926,,,,,,,
221,0.5835503935813904,0.8287373185157776,,,,,,,
222,0.6683019995689392,0.8224776387214661,,,,,,,
223,0.7628393769264221,0.823798656463623,,,,,,,
224,0.5520252585411072,0.8401570320129395,,,,,,,
225,0.6876853704452515,0.8028962016105652,,,,,,,
226,0.9587065577507019,0.7837281227111816,,,,,,,
227,0.6921308636665344,0.8199381828308105,,,,,,,
228,0.7390304803848267,0.820397675037384,,,,,,,
229,0.5958043932914734,0.8551667928695679,,,,,,,
230,0.452775239944458,0.8745570778846741,,,,,,,
231,0.6624917387962341,0.8202009797096252,,,,,,,
232,0.40958014130592346,0.8978965878486633,,,,,,,
233,0.8550242781639099,0.8050000071525574,,,,,,,
234,0.816498339176178,0.7958446145057678,,,,,,,
235,0.7673173546791077,0.785431981086731,,,,,,,
236,0.9546363353729248,0.7876543402671814,,,,,,,
237,1.0245299339294434,0.7549818754196167,,,,,,,
238,0.7566545009613037,0.8062157034873962,,,,,,,
239,0.9953569769859314,0.7659297585487366,,,,,,,
240,0.5247951745986938,0.8592132329940796,,,,,,,
241,0.7291862368583679,0.7856377363204956,,,,,,,
242,0.6500728130340576,0.8358687162399292,,,,,,,
243,0.6366909742355347,0.8280575275421143,,,,,,,
244,0.5133855938911438,0.8532028198242188,,,,,,,
245,0.669013500213623,0.8324942588806152,,,,,,,
246,0.8831661939620972,0.8034188151359558,,,,,,,
247,0.37656450271606445,0.8887711763381958,,,,,,,
248,0.6675453782081604,0.8266351222991943,,,,,,,
249,0.5947988629341125,0.8314987421035767,,,,,,,
250,0.5363943576812744,0.8518072366714478,,,,,,,
251,0.5416834950447083,0.8516445159912109,,,,,,,
252,0.5179493427276611,0.8567056059837341,,,,,,,
253,0.5697465538978577,0.8559321761131287,,,,,,,
254,0.6966743469238281,0.8231827020645142,,,,,,,
255,0.5149341821670532,0.840940535068512,,,,,,,
256,0.8069748282432556,0.80033278465271,,,,,,,
257,0.4643576443195343,0.8722057938575745,,,,,,,
258,0.8477100133895874,0.7772276997566223,,,,,,,
259,0.628123939037323,0.8304182291030884,,,,,,,
260,0.7579360604286194,0.80826735496521,,,,,,,
261,0.4694124162197113,0.8666666746139526,,,,,,,
262,0.589007556438446,0.8405994772911072,,,,,,,
263,0.6816433668136597,0.8097385168075562,,,,,,,
264,0.5638044476509094,0.8523908257484436,,,,,,,
265,0.28707313537597656,0.9344732761383057,,,,,,,
266,0.6897189617156982,0.823280394077301,,,,,,,
267,0.9283843636512756,0.8010278940200806,,,,,,,
268,0.6025931239128113,0.8538487553596497,,,,,,,
269,0.8943682909011841,0.7778865098953247,,,,,,,
270,0.665915310382843,0.8216159343719482,,,,,,,
271,0.428174763917923,0.8737704753875732,,,,,,,
272,0.7900257706642151,0.7907173037528992,,,,,,,
273,0.6656848788261414,0.8175487518310547,,,,,,,
274,0.42894017696380615,0.8864926099777222,,,,,,,
275,0.5273493528366089,0.862840473651886,,,,,,,
276,0.562822163105011,0.8592092394828796,,,,,,,
277,0.5923846960067749,0.8361729979515076,,,,,,,
278,0.5646066665649414,0.8486841917037964,,,,,,,
279,1.1268997192382812,0.7483221292495728,,,,,,,
280,0.5836473703384399,0.8356741666793823,,,,,,,
281,0.7804527878761292,0.7947883009910583,,,,,,,
282,0.5417469143867493,0.8590164184570312,,,,,,,
283,0.17816956341266632,0.9564253091812134,,,,,,,
284,0.6184414029121399,0.833114743232727,,,,,,,
285,0.5355129837989807,0.8542009592056274,,,,,,,
286,0.5279262065887451,0.854733407497406,,,,,,,
287,0.41942697763442993,0.8878134489059448,,,,,,,
288,0.7949859499931335,0.7991374135017395,,,,,,,
289,0.7422695755958557,0.794762909412384,,,,,,,
290,0.7030590772628784,0.8107752799987793,,,,,,,
291,0.63746577501297,0.8307552337646484,,,,,,,
292,0.7683740854263306,0.8098591566085815,,,,,,,
293,0.7988693714141846,0.7923572659492493,,,,,,,
294,0.96995609998703,0.7860727906227112,,,,,,,
295,0.48939815163612366,0.8752146363258362,,,,,,,
296,0.9208301901817322,0.7599033713340759,,,,,,,
297,0.5988017916679382,0.8386076092720032,,,,,,,
298,0.781319260597229,0.8071847558021545,,,,,,,
299,0.7325987815856934,0.8153846263885498,,,,,,,
300,0.5340750813484192,0.8561219573020935,,0.5082351987587614,0.8694232861806311,,,,
301,0.4633518159389496,0.870192289352417,,,,,,,
302,3.0695929527282715,0.4141116738319397,,,,,,,
303,0.5902575850486755,0.8578274846076965,,,,,,,
304,0.5060104727745056,0.8678303956985474,,,,,,,
305,0.5243266820907593,0.8586156368255615,,,,,,,
306,0.7715205550193787,0.8098827600479126,,,,,,,
307,1.2925053834915161,0.6790909171104431,,,,,,,
308,0.8092303276062012,0.8008185625076294,,,,,,,
309,0.6966865658760071,0.8259979486465454,,,,,,,
310,1.2323498725891113,0.7213114500045776,,,,,,,
311,0.7210004329681396,0.7803347110748291,,,,,,,
312,0.5275281071662903,0.8553686141967773,,,,,,,
313,1.0948048830032349,0.7614770531654358,,,,,,,
314,0.7399716973304749,0.8133515119552612,,,,,,,
315,0.38477110862731934,0.8967828154563904,,,,,,,
316,0.6110718846321106,0.8506348133087158,,,,,,,
317,0.8061311841011047,0.8116016387939453,,,,,,,
318,0.7093188166618347,0.818311870098114,,,,,,,
319,0.4064454138278961,0.8835078477859497,,,,,,,
320,0.5560901165008545,0.8427172303199768,,,,,,,
321,0.7752808928489685,0.7933962345123291,,,,,,,
322,0.48811987042427063,0.8778307437896729,,,,,,,
323,0.5680738687515259,0.8430004119873047,,,,,,,
324,0.6021834015846252,0.8380566835403442,,,,,,,
325,0.5441934466362,0.8573692440986633,,,,,,,
326,0.6250285506248474,0.837837815284729,,,,,,,
327,0.5098415017127991,0.8655097484588623,,,,,,,
328,0.8487464785575867,0.7907854914665222,,,,,,,
329,0.6196186542510986,0.8313502073287964,,,,,,,
330,1.0268560647964478,0.752293586730957,,,,,,,
331,0.48295384645462036,0.865375280380249,,,,,,,
332,0.40665990114212036,0.8841893076896667,,,,,,,
333,0.5814576148986816,0.8465160131454468,,,,,,,
334,0.8276113271713257,0.7908101677894592,,,,,,,
335,0.6349523663520813,0.8371454477310181,,,,,,,
336,0.4654701054096222,0.8782278895378113,,,,,,,
337,0.21232491731643677,0.942182183265686,,,,,,,
338,0.6840012669563293,0.8219069838523865,,,,,,,
339,0.6988329291343689,0.8313180208206177,,,,,,,
340,0.49470019340515137,0.8544914722442627,,,,,,,
341,0.7620676159858704,0.8069883584976196,,,,,,,
342,0.9523687958717346,0.8108493685722351,,,,,,,
343,0.3630662262439728,0.8994205594062805,,,,,,,
344,0.6335834264755249,0.8302245736122131,,,,,,,
345,0.6418807506561279,0.8277512192726135,,,,,,,
346,0.9155870676040649,0.7526403665542603,,,,,,,
347,0.5526145696640015,0.84108966588974,,,,,,,
348,0.5896039605140686,0.855182945728302,,,,,,,
349,0.7920374870300293,0.8020133972167969,,,,,,,
350,0.5786362290382385,0.8475398421287537,,,,,,,
351,0.7096434235572815,0.8357798457145691,,,,,,,
352,0.518896222114563,0.8483732342720032,,,,,,,
353,0.7038381099700928,0.8291139006614685,,,,,,,
354,0.6683595180511475,0.8379606008529663,,,,,,,
355,0.3747829496860504,0.8892921805381775,,,,,,,
356,0.1063496544957161,0.9721226692199707,,,,,,,
357,0.8756223320960999,0.7683923840522766,,,,,,,
358,0.6485608816146851,0.8300589323043823,,,,,,,
359,0.6806032061576843,0.8254858255386353,,,,,,,
360,0.6325951218605042,0.8271262049674988,,,,,,,
361,0.0639759823679924,0.980614960193634,,,,,,,
362,0.5017536282539368,0.8720152974128723,,,,,,,
363,0.7389295101165771,0.810602605342865,,,,,,,
364,0.40869390964508057,0.8909175992012024,,,,,,,
365,0.473205029964447,0.8714285492897034,,,,,,,
366,0.4856187403202057,0.8644304871559143,,,,,,,
367,0.6435906887054443,0.8214654326438904,,,,,,,
368,0.6701793074607849,0.832065224647522,,,,,,,
369,0.5213697552680969,0.8702141642570496,,,,,,,
370,0.7357558012008667,0.8154213428497314,,,,,,,
371,1.090606689453125,0.7402234673500061,,,,,,,
372,0.5373054146766663,0.8555691838264465,,,,,,,
373,0.6923449635505676,0.8043676018714905,,,,,,,
374,0.7121410965919495,0.8181062936782837,,,,,,,
375,0.6312353014945984,0.8545845150947571,,,,,,,
376,2.7749929428100586,0.44676098227500916,,,,,,,
377,0.6370651721954346,0.8317326307296753,,,,,,,
378,0.6456137895584106,0.8339768052101135,,,,,,,
379,0.6177265644073486,0.8275862336158752,,,,,,,
380,0.7582805156707764,0.7850799560546875,,,,,,,
381,0.6064275503158569,0.843104898929596,,,,,,,
382,0.6380366086959839,0.8455970883369446,,,,,,,
383,0.6499000787734985,0.8273757696151733,,,,,,,
384,0.7433533072471619,0.8090507984161377,,,,,,,
385,0.45628830790519714,0.8755739331245422,,,,,,,
386,0.28383487462997437,0.9224476218223572,,,,,,,
387,0.7130380272865295,0.8166090250015259,,,,,,,
